task_id,machine_id,operator_id,task_type,task_complexity,material_type,quantity_m3,target_depth_m,haul_distance_m,weather,temperature_c,rainfall_mm,wind_speed_kmh,ground_condition,operator_skill,operator_experience_yrs,previous_similar_tasks,previous_avg_completion_min,machine_age_yrs,engine_hours,bucket_capacity_m3,avg_engine_load_pct,machine_efficiency_pct,estimated_time_min,actual_completion_time_min,completed,date
516,EXC004,OP003,Grading,High,Sand,184.4,3.6,53.6,Sunny,12.6,0.0,3.9,Wet,Intermediate,5.7,53,59.8,0.6,5125.0,1.2,50.1,83.6,112.1,112.1,1,2024-01-22 00:00:00
517,EXC005,OP003,Material Loading,High,Clay,185.6,4.6,73.8,Rainy,32.3,3.7,0.9,Muddy,Intermediate,5.7,100,42.2,8.2,9199.0,1.2,62.4,90.8,146.6,148.9,0,2024-03-31 00:00:00
518,EXC005,OP006,Trenching,High,Rock,40.4,2.6,8.6,Sunny,39.4,0.0,11.9,Wet,Intermediate,14.7,29,83.3,13.7,3927.0,1.5,81.1,75.1,64.5,68.9,1,2024-11-01 00:00:00
519,EXC005,OP010,Earth Excavation,Low,Soil,123.4,3.1,32.7,Sunny,34.2,0.0,3.3,Frozen,Beginner,10.6,106,75.0,12.9,7324.0,1.0,58.5,69.4,140.7,136.7,1,2024-03-25 00:00:00
520,EXC004,OP009,Demolition,High,Rock,70.7,5.4,89.7,Rainy,23.5,6.3,4.6,Frozen,Intermediate,11.4,139,114.1,12.8,4302.0,0.8,52.8,87.0,282.3,300.0,1,2024-03-30 00:00:00
521,EXC005,OP009,Material Loading,Medium,Mixed,163.1,3.3,16.7,Rainy,31.0,6.6,0.4,Wet,Expert,7.6,213,36.1,8.8,11989.0,1.0,88.2,76.4,70.4,72.2,1,2024-11-14 00:00:00
522,EXC004,OP005,Trenching,High,Gravel,81.9,1.6,40.2,Cloudy,37.9,0.0,5.8,Dry,Intermediate,12.8,159,75.5,8.6,290.0,0.8,58.5,95.7,112.7,120.9,1,2024-10-08 00:00:00
523,EXC005,OP008,Compaction,Low,Mixed,214.4,3.5,58.6,Windy,18.3,0.0,51.4,Dry,Intermediate,4.3,222,63.0,7.6,6810.0,2.0,71.2,87.4,53.2,61.3,1,2024-07-13 00:00:00
524,EXC004,OP006,Grading,High,Clay,78.2,4.9,46.3,Windy,23.4,0.0,59.4,Muddy,Intermediate,3.9,267,42.0,0.8,1514.0,0.8,61.0,89.0,165.1,164.1,1,2024-01-06 00:00:00
525,EXC004,OP010,Material Loading,Medium,Sand,198.0,2.2,65.4,Sunny,27.3,0.0,2.1,Frozen,Expert,3.3,172,43.3,10.4,11216.0,1.2,75.6,86.3,69.2,66.9,1,2024-07-30 00:00:00
526,EXC005,OP004,Demolition,High,Soil,76.2,1.6,79.3,Rainy,29.9,32.4,4.0,Muddy,Expert,7.8,182,118.7,0.8,1733.0,1.2,73.3,75.2,161.6,163.2,1,2024-09-21 00:00:00
527,EXC005,OP005,Grading,Low,Soil,165.6,3.2,15.6,Cloudy,34.0,0.0,6.4,Muddy,Beginner,9.4,84,53.6,0.6,7592.0,1.5,72.2,74.8,74.5,70.3,1,2024-07-17 00:00:00
528,EXC004,OP008,Material Loading,Low,Mixed,37.9,5.2,13.0,Cloudy,6.7,0.0,4.1,Muddy,Expert,7.4,168,37.9,13.5,9523.0,1.2,58.9,77.3,21.4,25.3,1,2024-08-16 00:00:00
529,EXC004,OP002,Compaction,Medium,Soil,85.2,5.2,41.5,Sunny,12.4,0.0,7.0,Muddy,Expert,4.2,230,51.5,3.9,6964.0,0.8,87.6,78.1,86.3,84.2,1,2024-03-06 00:00:00
530,EXC005,OP009,Demolition,Low,Soil,87.5,4.0,17.2,Cloudy,7.6,0.0,14.9,Frozen,Expert,9.7,243,124.8,4.2,5510.0,1.5,92.8,79.5,76.1,71.5,1,2024-08-29 00:00:00
531,EXC002,OP007,Trenching,Medium,Sand,165.6,4.8,76.8,Sunny,26.6,0.0,1.3,Frozen,Beginner,0.8,234,76.5,11.8,6683.0,1.2,57.3,78.4,255.7,246.7,1,2024-06-14 00:00:00
532,EXC001,OP001,Demolition,Low,Mixed,135.7,5.4,46.2,Rainy,40.6,32.6,1.6,Muddy,Beginner,7.9,74,116.6,10.6,971.0,0.8,65.5,88.7,297.9,300.0,1,2024-07-08 00:00:00
533,EXC003,OP001,Grading,High,Clay,200.0,1.8,85.1,Cloudy,26.7,0.0,5.9,Frozen,Beginner,8.6,64,48.7,8.2,11112.0,0.8,91.8,66.0,297.9,300.0,1,2024-02-22 00:00:00
534,EXC003,OP004,Demolition,Medium,Rock,72.2,4.0,45.9,Windy,11.5,0.0,51.6,Muddy,Beginner,5.2,117,116.6,14.0,6913.0,2.0,73.2,79.0,199.2,201.2,1,2024-06-02 00:00:00
535,EXC005,OP003,Compaction,Low,Clay,142.0,3.1,46.0,Windy,30.3,0.0,40.4,Frozen,Intermediate,14.6,18,46.1,2.5,6968.0,1.5,86.4,85.3,39.5,54.1,1,2024-01-28 00:00:00
536,EXC005,OP003,Earth Excavation,Low,Mixed,222.4,4.9,46.0,Sunny,9.4,0.0,5.6,Muddy,Intermediate,14.0,55,64.0,14.3,9261.0,1.5,59.2,71.4,128.1,128.2,1,2024-04-20 00:00:00
537,EXC003,OP001,Material Loading,High,Soil,127.0,5.5,59.9,Windy,23.4,0.0,44.1,Frozen,Intermediate,3.9,182,21.9,1.4,10290.0,1.5,57.4,74.8,78.5,77.2,1,2024-01-31 00:00:00
538,EXC003,OP009,Demolition,High,Gravel,213.3,4.8,97.8,Windy,28.6,0.0,26.1,Wet,Expert,7.7,98,120.5,12.3,3331.0,1.5,60.4,88.9,287.1,278.9,1,2024-04-07 00:00:00
539,EXC003,OP010,Earth Excavation,High,Sand,59.0,4.4,99.3,Cloudy,33.8,0.0,3.3,Dry,Intermediate,9.5,53,56.9,4.8,556.0,0.8,54.6,71.5,122.4,121.5,1,2024-02-13 00:00:00
540,EXC003,OP007,Material Loading,Low,Sand,139.7,5.1,82.4,Rainy,36.4,34.9,8.0,Dry,Intermediate,12.5,175,28.7,13.2,5870.0,1.2,94.4,93.9,58.8,60.4,1,2024-02-10 00:00:00
541,EXC002,OP007,Earth Excavation,Medium,Rock,198.1,2.7,18.5,Windy,29.8,0.0,19.1,Dry,Expert,8.6,193,68.7,14.7,6694.0,1.2,80.5,92.4,131.6,129.1,1,2024-02-12 00:00:00
542,EXC003,OP006,Grading,Medium,Sand,68.2,2.0,8.3,Sunny,11.3,0.0,14.8,Dry,Intermediate,15.0,144,43.7,10.9,7420.0,1.2,85.0,94.6,40.7,26.9,1,2024-04-04 00:00:00
543,EXC003,OP002,Material Loading,Medium,Mixed,113.2,5.7,80.0,Cloudy,6.0,0.0,12.3,Dry,Expert,11.7,250,29.9,8.0,6062.0,1.0,69.1,70.3,58.0,52.7,1,2024-07-06 00:00:00
544,EXC001,OP008,Material Loading,Medium,Mixed,228.1,1.5,70.2,Rainy,12.9,41.2,9.5,Wet,Expert,4.8,66,26.5,4.1,5269.0,2.0,86.0,91.3,62.3,56.9,1,2024-02-24 00:00:00
545,EXC005,OP010,Compaction,High,Soil,136.7,3.1,64.1,Cloudy,14.6,0.0,3.7,Wet,Expert,14.8,41,47.0,13.1,8906.0,0.8,51.4,70.8,108.9,109.8,1,2024-05-15 00:00:00
546,EXC005,OP001,Grading,High,Clay,221.0,1.1,28.7,Sunny,27.0,0.0,0.9,Wet,Beginner,8.5,189,51.5,9.0,3633.0,2.0,63.2,72.6,89.0,93.6,1,2024-09-13 00:00:00
547,EXC001,OP007,Grading,Low,Gravel,88.3,2.5,95.9,Rainy,8.9,9.2,6.5,Dry,Expert,4.6,157,48.7,9.9,8349.0,1.0,77.5,79.3,77.0,72.4,1,2024-01-31 00:00:00
548,EXC003,OP003,Earth Excavation,High,Rock,189.4,4.8,65.4,Sunny,14.0,0.0,12.1,Muddy,Expert,3.6,132,68.5,13.6,8538.0,0.8,52.5,91.4,308.7,300.0,1,2024-09-21 00:00:00
549,EXC003,OP003,Trenching,Low,Clay,178.5,3.2,42.1,Rainy,33.2,15.0,3.1,Dry,Expert,8.4,15,92.4,4.4,592.0,0.8,81.3,97.1,179.5,184.1,1,2024-03-27 00:00:00
550,EXC001,OP001,Grading,Low,Clay,201.5,1.1,86.4,Windy,33.4,0.0,53.1,Wet,Beginner,13.5,230,41.9,3.8,6348.0,1.0,88.2,77.5,155.2,148.4,1,2024-06-18 00:00:00
551,EXC002,OP007,Compaction,High,Rock,35.0,1.1,20.4,Cloudy,16.6,0.0,6.0,Wet,Expert,7.4,203,56.2,4.1,981.0,1.5,51.1,91.7,43.3,27.9,1,2024-12-02 00:00:00
552,EXC005,OP007,Demolition,Low,Mixed,206.6,0.5,55.1,Windy,29.2,0.0,45.9,Wet,Intermediate,5.8,87,94.3,4.8,2349.0,1.5,75.1,95.3,175.6,172.1,1,2024-09-21 00:00:00
553,EXC005,OP010,Demolition,Medium,Mixed,165.8,2.6,92.3,Sunny,29.4,0.0,13.9,Frozen,Expert,7.4,287,115.7,7.1,11259.0,1.0,93.2,92.0,226.1,226.3,1,2024-07-08 00:00:00
554,EXC005,OP003,Compaction,Low,Mixed,152.1,3.2,98.8,Windy,13.1,0.0,19.4,Frozen,Beginner,14.5,169,53.1,10.5,6528.0,2.0,55.9,81.9,63.9,59.2,1,2024-11-19 00:00:00
555,EXC004,OP008,Demolition,Medium,Rock,129.2,1.7,55.5,Rainy,26.4,16.9,4.1,Wet,Beginner,2.7,66,108.7,2.5,8595.0,2.0,55.3,98.0,223.8,205.2,1,2024-07-13 00:00:00
556,EXC004,OP006,Trenching,Medium,Mixed,198.0,3.5,91.4,Sunny,34.7,0.0,0.6,Frozen,Intermediate,13.2,175,65.0,14.5,8957.0,1.0,55.4,91.6,208.5,218.5,1,2024-11-07 00:00:00
557,EXC002,OP004,Compaction,Low,Sand,143.7,2.7,18.0,Windy,30.4,0.0,31.5,Dry,Intermediate,14.1,72,50.1,14.5,9258.0,1.2,82.2,65.7,68.7,56.7,1,2024-08-19 00:00:00
558,EXC005,OP007,Demolition,High,Gravel,144.1,3.0,57.5,Sunny,36.4,0.0,14.5,Frozen,Beginner,5.3,231,116.1,11.2,3567.0,2.0,77.5,91.6,186.6,186.0,1,2024-02-18 00:00:00
559,EXC004,OP004,Trenching,High,Rock,192.6,1.7,29.3,Cloudy,39.6,0.0,1.2,Wet,Beginner,6.5,84,81.2,8.9,2917.0,1.2,60.0,76.4,295.5,300.0,1,2024-05-27 00:00:00
560,EXC005,OP005,Earth Excavation,Low,Mixed,99.3,1.0,54.4,Cloudy,13.4,0.0,11.3,Wet,Intermediate,10.0,264,60.3,10.5,2483.0,2.0,81.9,75.3,32.1,40.8,1,2024-08-03 00:00:00
561,EXC001,OP004,Demolition,Low,Mixed,39.5,5.0,9.9,Rainy,29.9,7.8,6.5,Frozen,Intermediate,13.0,183,111.6,1.9,8072.0,2.0,89.0,70.7,61.0,52.7,1,2024-09-25 00:00:00
562,EXC002,OP010,Grading,High,Soil,139.6,1.4,39.5,Windy,21.4,0.0,43.4,Wet,Beginner,13.6,147,27.0,8.5,8181.0,1.5,53.5,96.5,70.7,85.7,1,2024-10-15 00:00:00
563,EXC002,OP002,Trenching,Low,Gravel,201.8,5.6,86.9,Sunny,38.5,0.0,7.2,Dry,Expert,3.0,215,75.7,5.2,3651.0,1.0,51.2,69.7,160.1,165.5,1,2024-08-25 00:00:00
564,EXC005,OP002,Earth Excavation,Medium,Soil,74.1,0.7,91.1,Cloudy,37.4,0.0,2.8,Dry,Expert,4.3,166,73.8,3.2,8691.0,1.5,61.3,95.7,38.9,40.2,1,2024-09-22 00:00:00
565,EXC003,OP003,Grading,Low,Rock,240.5,3.7,53.3,Rainy,20.7,35.1,13.8,Frozen,Expert,9.2,185,52.7,3.8,407.0,1.2,88.9,67.2,147.2,146.9,1,2024-01-04 00:00:00
566,EXC001,OP008,Material Loading,Medium,Soil,172.5,3.9,6.6,Windy,11.5,0.0,18.3,Muddy,Beginner,1.9,107,43.0,11.2,1618.0,1.2,80.1,70.9,112.8,113.3,1,2024-10-23 00:00:00
567,EXC005,OP008,Trenching,Medium,Sand,47.5,1.4,13.7,Windy,37.8,0.0,28.8,Muddy,Beginner,8.1,194,92.7,11.6,4584.0,1.0,53.5,80.9,101.0,102.9,1,2024-06-13 00:00:00
568,EXC004,OP009,Compaction,Low,Soil,211.7,4.6,61.2,Cloudy,21.2,0.0,11.4,Frozen,Intermediate,11.2,105,37.3,2.5,9553.0,0.8,53.5,81.5,133.8,119.1,1,2024-06-28 00:00:00
569,EXC005,OP006,Demolition,Medium,Gravel,82.8,1.6,50.0,Cloudy,6.9,0.0,3.4,Dry,Expert,5.6,168,112.2,7.6,3379.0,1.5,89.5,82.9,84.3,82.6,1,2024-03-22 00:00:00
570,EXC003,OP004,Earth Excavation,Medium,Clay,240.8,1.6,10.9,Cloudy,18.1,0.0,2.0,Wet,Expert,2.3,140,58.0,6.4,3815.0,1.0,54.1,84.9,166.8,159.9,1,2024-12-16 00:00:00
571,EXC002,OP006,Demolition,Medium,Soil,109.5,1.4,57.4,Sunny,23.1,0.0,12.8,Wet,Expert,11.1,192,112.5,13.2,8869.0,1.0,72.5,97.6,128.6,126.7,1,2024-12-25 00:00:00
572,EXC002,OP002,Demolition,Medium,Soil,159.0,3.6,21.7,Sunny,8.9,0.0,3.3,Dry,Expert,5.6,129,109.5,0.7,8371.0,1.2,61.1,76.6,141.3,138.9,1,2024-05-04 00:00:00
573,EXC002,OP007,Material Loading,Low,Rock,163.7,5.8,44.2,Windy,20.4,0.0,15.3,Frozen,Expert,1.0,152,38.7,4.0,5842.0,1.2,59.8,85.2,78.9,82.3,1,2024-01-25 00:00:00
574,EXC003,OP007,Compaction,Low,Soil,41.8,2.8,8.8,Rainy,10.4,23.1,2.4,Wet,Beginner,8.0,293,43.8,13.9,2565.0,2.0,54.8,92.2,21.7,21.6,1,2024-12-03 00:00:00
575,EXC004,OP003,Trenching,High,Rock,67.6,2.9,17.2,Rainy,40.5,3.1,1.0,Muddy,Expert,13.5,86,83.5,4.9,7245.0,0.8,79.2,71.4,178.3,184.1,1,2024-09-11 00:00:00
576,EXC003,OP010,Compaction,High,Clay,130.0,4.4,45.7,Cloudy,37.2,0.0,10.2,Wet,Expert,12.7,297,43.7,10.9,1954.0,1.0,94.0,91.0,102.3,88.7,1,2024-05-31 00:00:00
577,EXC002,OP007,Grading,Medium,Clay,64.1,0.9,82.9,Rainy,25.5,47.4,11.2,Dry,Beginner,11.6,282,49.0,7.9,9822.0,1.0,82.5,68.5,94.9,102.2,1,2024-12-05 00:00:00
578,EXC002,OP005,Earth Excavation,Low,Soil,37.7,4.5,85.5,Rainy,24.0,27.0,5.1,Frozen,Intermediate,4.0,175,58.0,11.5,10222.0,0.8,64.5,74.0,112.5,114.9,1,2024-10-14 00:00:00
579,EXC001,OP009,Material Loading,High,Rock,241.3,2.5,13.4,Rainy,32.7,1.1,3.3,Wet,Expert,1.3,147,31.6,13.5,263.0,0.8,69.1,86.5,198.9,207.0,1,2024-04-25 00:00:00
580,EXC002,OP005,Material Loading,High,Rock,41.9,0.6,19.5,Windy,36.7,0.0,49.9,Dry,Beginner,12.8,211,32.4,9.5,7564.0,0.8,55.6,88.1,55.6,65.9,1,2024-03-26 00:00:00
581,EXC003,OP001,Demolition,Low,Sand,67.5,4.3,39.5,Sunny,5.6,0.0,14.8,Frozen,Beginner,8.2,155,111.2,6.2,6322.0,1.5,71.2,85.2,82.1,93.1,1,2024-08-07 00:00:00
582,EXC001,OP003,Trenching,High,Clay,57.1,2.0,38.6,Cloudy,41.5,0.0,6.5,Frozen,Expert,3.8,191,78.2,8.8,4976.0,1.2,52.5,93.4,90.2,94.2,1,2024-09-21 00:00:00
583,EXC004,OP004,Grading,Medium,Gravel,43.1,4.5,15.0,Rainy,13.9,24.9,2.5,Frozen,Beginner,12.0,14,63.6,12.2,10137.0,1.5,69.3,92.9,56.8,54.2,1,2024-04-03 00:00:00
584,EXC001,OP008,Grading,Medium,Soil,54.5,4.4,46.0,Sunny,12.6,0.0,14.4,Frozen,Intermediate,10.9,129,48.0,9.1,10217.0,1.2,74.5,79.6,34.5,45.5,1,2024-09-24 00:00:00
585,EXC004,OP008,Compaction,Medium,Clay,101.0,5.5,81.6,Windy,7.5,0.0,26.7,Dry,Expert,3.7,148,44.0,10.1,6753.0,1.0,84.4,76.0,75.4,87.9,1,2024-12-25 00:00:00
586,EXC002,OP004,Earth Excavation,High,Clay,228.2,4.2,44.6,Windy,15.1,0.0,29.0,Wet,Beginner,7.4,271,51.9,10.9,1254.0,1.0,88.2,69.2,309.6,300.0,1,2024-08-21 00:00:00
587,EXC001,OP004,Compaction,Low,Rock,145.0,1.8,78.9,Sunny,36.7,0.0,2.2,Muddy,Beginner,5.4,71,35.8,2.6,3583.0,1.2,85.4,76.4,135.7,130.0,1,2024-12-09 00:00:00
588,EXC001,OP003,Demolition,Low,Clay,143.1,1.8,18.4,Cloudy,23.0,0.0,7.7,Muddy,Intermediate,11.7,150,107.1,10.8,10962.0,1.5,93.7,89.0,116.9,121.9,1,2024-03-07 00:00:00
589,EXC001,OP008,Material Loading,Medium,Rock,122.8,3.4,58.5,Cloudy,25.8,0.0,3.2,Wet,Expert,9.2,43,28.0,5.4,7929.0,1.5,94.7,90.5,49.6,48.9,1,2024-10-22 00:00:00
590,EXC003,OP002,Compaction,Medium,Mixed,127.1,4.0,50.1,Cloudy,33.7,0.0,0.1,Wet,Intermediate,3.6,281,40.5,4.8,11356.0,1.5,72.8,77.0,53.1,62.3,1,2024-11-04 00:00:00
591,EXC005,OP006,Demolition,Low,Rock,174.4,1.6,75.9,Cloudy,12.4,0.0,3.9,Wet,Intermediate,4.9,159,112.7,12.8,8839.0,2.0,86.9,91.8,165.1,155.9,1,2024-09-22 00:00:00
592,EXC001,OP005,Material Loading,Low,Gravel,173.4,3.9,10.2,Rainy,8.5,17.6,12.6,Dry,Intermediate,13.1,14,28.6,5.0,8683.0,1.2,76.0,97.5,55.3,45.6,1,2024-01-18 00:00:00
593,EXC005,OP005,Compaction,Medium,Mixed,69.8,5.2,40.8,Rainy,40.7,5.9,12.5,Wet,Expert,13.7,108,41.3,12.4,9744.0,2.0,82.1,84.1,33.6,35.7,1,2024-12-27 00:00:00
594,EXC003,OP006,Trenching,Low,Soil,219.2,1.1,64.1,Rainy,26.0,33.4,10.1,Wet,Intermediate,14.4,276,83.0,5.5,3737.0,1.5,76.2,79.2,103.3,107.3,1,2024-01-25 00:00:00
595,EXC003,OP007,Earth Excavation,High,Sand,113.0,3.3,37.5,Sunny,29.0,0.0,3.4,Muddy,Beginner,0.9,108,67.5,0.5,4277.0,1.5,92.7,66.5,142.7,146.9,0,2024-01-07 00:00:00
596,EXC004,OP006,Grading,Medium,Clay,187.6,3.9,67.0,Sunny,11.5,0.0,10.0,Frozen,Beginner,11.2,147,53.0,7.6,4216.0,0.8,57.5,74.6,230.3,219.6,1,2024-09-03 00:00:00
597,EXC001,OP007,Compaction,Medium,Soil,215.4,5.8,49.3,Rainy,39.5,49.9,7.3,Muddy,Beginner,11.0,14,56.7,9.8,3000.0,2.0,70.4,91.0,113.7,116.2,1,2024-11-17 00:00:00
598,EXC005,OP005,Material Loading,High,Clay,57.9,1.7,60.1,Windy,21.3,0.0,23.3,Dry,Intermediate,13.0,181,41.1,8.1,11093.0,0.8,78.6,65.5,64.7,61.1,1,2024-06-14 00:00:00
599,EXC005,OP004,Compaction,High,Rock,42.8,1.2,28.9,Rainy,18.6,44.6,3.6,Dry,Beginner,5.1,185,78.2,3.7,6640.0,1.0,73.9,96.4,97.6,89.3,1,2024-10-31 00:00:00
600,EXC003,OP008,Trenching,High,Clay,181.5,0.5,53.5,Windy,18.9,0.0,49.6,Dry,Beginner,1.1,130,85.3,1.2,7518.0,1.5,76.6,92.4,204.3,206.7,1,2024-12-22 00:00:00
601,EXC003,OP008,Trenching,High,Soil,63.7,3.8,80.8,Sunny,6.2,0.0,2.5,Wet,Intermediate,5.5,285,71.6,4.2,4722.0,2.0,54.6,79.0,60.8,62.6,1,2024-11-22 00:00:00
602,EXC004,OP010,Compaction,Low,Rock,217.3,5.6,30.6,Sunny,41.5,0.0,12.2,Muddy,Beginner,12.0,295,48.9,10.2,11803.0,2.0,69.9,89.5,67.9,77.6,1,2024-05-07 00:00:00
603,EXC002,OP007,Material Loading,High,Gravel,203.5,3.8,18.3,Rainy,28.5,44.4,9.6,Dry,Expert,13.5,216,51.5,15.0,4439.0,1.5,74.3,80.0,55.0,58.4,1,2024-10-19 00:00:00
604,EXC004,OP010,Material Loading,Medium,Gravel,127.5,1.0,99.3,Rainy,36.3,33.0,11.3,Wet,Expert,2.4,6,24.8,11.6,2651.0,2.0,72.0,70.9,35.4,50.5,1,2024-09-20 00:00:00
605,EXC003,OP004,Demolition,Medium,Clay,79.8,5.7,35.5,Cloudy,8.8,0.0,3.6,Frozen,Expert,1.6,265,123.0,7.3,3153.0,1.5,73.3,72.7,127.2,121.7,1,2024-07-02 00:00:00
606,EXC002,OP005,Trenching,Medium,Mixed,86.5,5.2,39.4,Windy,10.3,0.0,50.2,Muddy,Expert,1.4,184,76.8,6.4,9868.0,2.0,77.8,82.1,74.0,81.9,1,2024-04-03 00:00:00
607,EXC004,OP007,Material Loading,High,Soil,240.2,0.8,89.9,Windy,7.2,0.0,29.6,Dry,Intermediate,1.3,175,47.6,15.0,10990.0,1.2,59.8,74.1,129.3,128.1,1,2024-09-29 00:00:00
608,EXC005,OP001,Demolition,Low,Rock,72.8,3.9,78.2,Rainy,10.7,15.9,13.0,Wet,Expert,7.8,206,103.6,8.2,8724.0,1.2,76.0,67.3,154.3,162.2,1,2024-09-13 00:00:00
609,EXC002,OP005,Compaction,Medium,Gravel,141.0,1.3,13.5,Rainy,21.2,46.1,8.4,Muddy,Expert,5.7,152,31.8,13.7,4786.0,1.2,55.2,89.3,89.0,87.2,1,2024-08-31 00:00:00
610,EXC005,OP002,Demolition,Low,Soil,64.7,2.5,9.1,Windy,25.6,0.0,59.7,Muddy,Expert,6.7,80,101.3,14.9,1689.0,1.5,67.7,94.8,76.9,79.3,1,2024-10-06 00:00:00
611,EXC001,OP007,Compaction,Low,Soil,140.1,1.8,32.8,Sunny,19.5,0.0,7.4,Muddy,Intermediate,6.2,259,41.2,6.1,1566.0,0.8,77.4,69.8,80.6,92.0,1,2024-01-26 00:00:00
612,EXC002,OP002,Compaction,Low,Soil,130.0,2.9,74.8,Cloudy,11.2,0.0,9.5,Wet,Beginner,4.9,184,46.3,6.0,8688.0,0.8,53.2,76.3,123.0,129.6,1,2024-10-25 00:00:00
613,EXC005,OP004,Earth Excavation,Medium,Mixed,143.5,1.5,36.1,Sunny,34.6,0.0,13.1,Muddy,Expert,8.0,247,66.6,7.5,9059.0,0.8,84.4,77.7,135.1,132.0,1,2024-02-08 00:00:00
614,EXC001,OP003,Material Loading,High,Sand,38.0,5.4,82.9,Windy,24.4,0.0,45.3,Dry,Beginner,2.0,9,35.3,12.8,8640.0,1.2,55.4,97.4,46.3,59.4,1,2024-01-26 00:00:00
615,EXC001,OP007,Earth Excavation,Medium,Sand,164.8,3.4,85.0,Windy,15.7,0.0,37.7,Muddy,Beginner,14.3,266,73.8,5.3,5385.0,0.8,65.0,77.6,230.9,222.2,1,2024-12-27 00:00:00
616,EXC004,OP005,Material Loading,Low,Soil,55.5,4.1,18.0,Cloudy,8.2,0.0,5.7,Dry,Beginner,4.1,190,28.7,2.6,1924.0,0.8,61.5,82.7,45.1,44.6,1,2024-11-27 00:00:00
617,EXC001,OP008,Earth Excavation,Medium,Soil,103.0,1.3,80.7,Cloudy,7.0,0.0,10.1,Dry,Beginner,13.0,128,61.3,7.7,1028.0,1.5,65.4,97.5,67.9,66.3,1,2024-08-08 00:00:00
618,EXC005,OP001,Earth Excavation,Medium,Clay,222.7,3.9,52.5,Cloudy,39.3,0.0,2.6,Dry,Expert,1.6,282,66.3,13.8,10853.0,1.2,80.7,73.1,172.8,149.9,1,2024-07-06 00:00:00
619,EXC004,OP005,Trenching,High,Rock,183.5,3.4,44.7,Rainy,8.2,6.3,11.4,Wet,Intermediate,0.9,211,78.8,1.3,10875.0,1.5,50.2,75.3,254.2,268.5,1,2024-05-21 00:00:00
620,EXC003,OP007,Compaction,High,Soil,40.2,1.3,87.6,Sunny,11.5,0.0,4.2,Muddy,Expert,2.5,131,44.0,11.2,5456.0,0.8,92.5,86.9,66.8,74.3,1,2024-12-15 00:00:00
621,EXC004,OP005,Grading,Medium,Soil,199.6,5.7,37.2,Sunny,30.7,0.0,10.7,Wet,Intermediate,3.7,229,40.9,9.6,7934.0,1.2,95.0,66.3,132.9,130.0,1,2024-08-07 00:00:00
622,EXC003,OP004,Material Loading,High,Sand,213.5,4.1,38.3,Sunny,38.8,0.0,7.5,Wet,Expert,3.2,228,40.4,7.5,8161.0,1.0,66.5,92.8,92.7,80.0,1,2024-05-31 00:00:00
623,EXC005,OP005,Compaction,Medium,Mixed,159.3,1.3,26.3,Cloudy,25.8,0.0,4.0,Frozen,Beginner,9.8,26,45.9,10.5,3755.0,0.8,72.0,68.1,186.8,173.6,1,2024-07-18 00:00:00
624,EXC002,OP004,Earth Excavation,Medium,Mixed,63.6,1.4,92.6,Rainy,13.6,43.7,7.5,Frozen,Intermediate,7.2,2,59.5,9.5,2737.0,1.2,69.3,96.0,98.3,103.0,1,2024-07-12 00:00:00
625,EXC001,OP008,Compaction,Medium,Gravel,233.5,1.7,56.5,Windy,13.7,0.0,55.0,Dry,Expert,3.3,54,32.2,2.7,344.0,1.5,58.5,67.6,83.5,82.9,1,2024-01-13 00:00:00
626,EXC002,OP001,Compaction,High,Clay,71.3,3.7,76.3,Cloudy,32.9,0.0,5.3,Muddy,Intermediate,8.0,1,61.6,11.6,843.0,1.0,53.2,77.4,115.5,124.9,1,2024-10-16 00:00:00
627,EXC005,OP003,Trenching,Medium,Sand,146.1,1.6,66.7,Windy,26.9,0.0,44.2,Frozen,Expert,11.8,189,80.3,13.8,11399.0,0.8,93.5,95.1,170.0,171.7,1,2024-12-19 00:00:00
628,EXC001,OP008,Material Loading,Low,Soil,173.1,5.4,99.8,Windy,21.6,0.0,23.0,Dry,Expert,12.9,284,36.4,2.1,11696.0,0.8,82.2,81.6,55.5,60.0,1,2024-11-03 00:00:00
629,EXC001,OP009,Material Loading,Medium,Sand,65.9,4.2,62.5,Sunny,35.0,0.0,6.7,Dry,Intermediate,4.5,212,36.9,12.6,8354.0,1.2,73.8,93.9,31.5,32.2,1,2024-11-10 00:00:00
630,EXC003,OP010,Earth Excavation,High,Soil,93.4,1.1,28.5,Rainy,12.9,36.7,3.2,Frozen,Intermediate,3.6,67,68.9,1.0,7243.0,1.5,81.0,86.6,107.0,96.6,1,2024-08-23 00:00:00
631,EXC003,OP001,Compaction,High,Sand,69.7,2.9,88.7,Rainy,13.0,0.0,3.9,Frozen,Intermediate,7.6,275,38.3,12.4,7791.0,0.8,70.5,77.9,101.1,115.7,1,2024-05-28 00:00:00
632,EXC002,OP009,Demolition,Low,Gravel,141.5,5.2,69.8,Cloudy,5.2,0.0,3.1,Dry,Intermediate,4.2,46,102.5,10.7,6210.0,1.5,83.6,81.9,157.8,161.1,1,2024-07-20 00:00:00
633,EXC001,OP006,Compaction,Low,Clay,187.0,0.6,67.3,Rainy,11.0,9.0,8.4,Dry,Beginner,5.9,286,40.0,7.3,3845.0,1.2,63.1,82.9,105.1,99.8,1,2024-07-02 00:00:00
