log_id,fuel_level_pct,fuel_available_l,engine_load_pct,temperature_c,ground_condition,task_type,task_duration_est_min,consumption_l_per_hour,fuel_needed_l,fuel_after_task_l,fuel_after_task_pct,range_km,distance_to_station_km,can_complete_task,can_reach_station,risk_level
814,98.4,403.4,79.8,9.2,Wet,Trenching,251.3,28.86,120.9,282.5,68.9,118.8,49.84,1,1,LOW
815,14.5,59.4,84.3,7.6,Wet,Earth Excavation,268.9,28.73,128.8,0.0,0.0,17.6,40.12,0,0,CRITICAL
816,66.8,273.9,58.7,41.3,Wet,Trenching,97.1,27.45,44.4,229.5,56.0,84.8,44.38,1,1,LOW
817,90.1,369.4,49.0,43.1,Frozen,Grading,207.0,24.09,83.1,286.3,69.8,130.3,45.75,1,1,LOW
818,73.4,300.9,77.1,36.5,Wet,Demolition,210.4,31.57,110.7,190.2,46.4,81.0,3.85,1,1,LOW
819,95.6,392.0,96.2,43.7,Dry,Earth Excavation,127.1,29.99,63.5,328.5,80.1,111.1,38.1,1,1,LOW
820,13.2,54.1,75.4,10.7,Muddy,Material Loading,87.1,26.59,38.6,15.5,3.8,17.3,3.13,0,1,HIGH
821,91.5,375.2,83.2,42.3,Frozen,Material Loading,135.7,26.07,59.0,316.2,77.1,122.3,18.24,1,1,LOW
822,38.4,157.4,83.3,37.1,Dry,Demolition,88.0,31.14,45.7,111.7,27.2,43.0,26.59,1,1,LOW
823,8.6,35.3,81.1,27.0,Wet,Compaction,44.5,23.7,17.6,17.7,4.3,12.7,49.78,0,0,CRITICAL
824,49.2,201.7,90.2,14.7,Dry,Compaction,266.2,21.62,95.9,105.8,25.8,79.3,40.83,1,1,LOW
825,49.0,200.9,87.6,32.6,Wet,Earth Excavation,52.0,29.14,25.3,175.6,42.8,58.6,38.71,1,1,LOW
826,54.3,222.6,92.6,31.4,Muddy,Material Loading,135.9,28.07,63.6,159.0,38.8,67.4,30.46,1,1,LOW
827,58.6,240.3,69.5,34.1,Frozen,Compaction,252.5,22.71,95.6,144.7,35.3,89.9,3.6,1,1,LOW
828,53.8,220.6,44.3,32.2,Muddy,Compaction,166.6,21.36,59.3,161.3,39.3,87.8,39.79,1,1,LOW
829,24.2,99.2,60.3,21.4,Muddy,Compaction,256.7,23.59,100.9,0.0,0.0,35.7,36.19,0,0,CRITICAL
830,39.8,163.2,49.2,32.5,Muddy,Trenching,167.1,28.21,78.6,84.6,20.6,49.2,39.7,1,1,LOW
831,33.3,136.5,59.3,31.1,Muddy,Grading,47.0,25.09,19.7,116.8,28.5,46.2,43.76,1,1,LOW
832,50.0,205.0,51.5,20.1,Frozen,Trenching,95.8,26.64,42.5,162.5,39.6,65.4,28.59,1,1,LOW
833,89.5,366.9,94.6,13.8,Muddy,Earth Excavation,239.9,32.09,128.3,238.6,58.2,97.2,49.75,1,1,LOW
834,7.3,29.9,54.6,6.7,Muddy,Compaction,182.8,22.55,68.7,0.0,0.0,11.3,25.93,0,0,CRITICAL
835,29.0,118.9,74.9,6.2,Wet,Grading,225.6,25.54,96.0,22.9,5.6,39.6,33.81,0,1,HIGH
836,83.5,342.3,81.5,10.1,Dry,Trenching,198.4,26.49,87.6,254.7,62.1,109.8,14.83,1,1,LOW
837,19.7,80.8,49.6,24.1,Muddy,Grading,69.4,24.25,28.0,52.8,12.9,28.3,35.77,1,0,MEDIUM
838,34.6,141.9,53.0,36.4,Muddy,Demolition,157.9,30.78,81.0,60.9,14.9,39.2,2.58,1,1,LOW
839,20.0,82.0,88.9,8.4,Dry,Demolition,184.8,30.41,93.7,0.0,0.0,22.9,26.13,0,0,CRITICAL
840,7.6,31.2,85.1,9.7,Dry,Demolition,168.2,31.27,87.7,0.0,0.0,8.5,3.53,0,1,HIGH
841,7.6,31.2,48.0,36.9,Frozen,Material Loading,266.8,22.34,99.3,0.0,0.0,11.9,31.95,0,0,CRITICAL
842,32.8,134.5,47.8,43.4,Muddy,Earth Excavation,168.1,27.94,78.3,56.2,13.7,40.9,13.99,1,1,LOW
843,61.5,252.2,86.3,36.1,Frozen,Demolition,102.0,34.4,58.5,193.7,47.2,62.3,23.55,1,1,LOW
844,76.0,311.6,57.5,27.5,Wet,Trenching,249.4,26.32,109.4,202.2,49.3,100.6,40.95,1,1,LOW
845,9.4,38.5,97.6,14.9,Frozen,Trenching,89.8,33.12,49.6,0.0,0.0,9.9,13.74,0,0,CRITICAL
846,27.8,114.0,62.8,31.2,Frozen,Demolition,214.0,30.32,108.1,5.9,1.4,32.0,29.92,0,1,HIGH
847,82.5,338.2,42.2,15.6,Dry,Earth Excavation,206.9,21.67,74.7,263.5,64.3,132.7,18.73,1,1,LOW
848,38.0,155.8,66.4,23.3,Frozen,Earth Excavation,140.5,27.53,64.5,91.3,22.3,48.1,32.23,1,1,LOW
849,12.2,50.0,78.7,17.4,Frozen,Earth Excavation,63.6,29.25,31.0,19.0,4.6,14.5,25.13,0,0,CRITICAL
850,71.0,291.1,54.0,35.9,Dry,Trenching,193.8,24.19,78.1,213.0,52.0,102.3,40.06,1,1,LOW
851,9.4,38.5,71.1,44.8,Dry,Demolition,81.9,29.88,40.8,0.0,0.0,11.0,37.91,0,0,CRITICAL
852,20.2,82.8,78.6,25.0,Dry,Grading,251.7,24.01,100.7,0.0,0.0,29.3,17.16,0,1,HIGH
853,39.8,163.2,42.5,20.1,Muddy,Demolition,155.3,28.06,72.6,90.6,22.1,49.4,5.86,1,1,LOW
854,96.5,395.6,92.7,27.9,Dry,Material Loading,182.6,24.43,74.3,321.3,78.4,137.6,40.89,1,1,LOW
855,82.8,339.5,66.4,9.8,Muddy,Grading,63.8,25.34,26.9,312.6,76.2,113.9,3.52,1,1,LOW
856,67.3,275.9,89.5,36.3,Dry,Demolition,232.8,31.33,121.6,154.3,37.6,74.9,35.31,1,1,LOW
857,64.5,264.4,47.0,7.3,Frozen,Earth Excavation,250.5,25.24,105.4,159.0,38.8,89.0,37.32,1,1,LOW
858,98.0,401.8,91.8,10.3,Muddy,Demolition,254.8,37.04,157.3,244.5,59.6,92.2,43.62,1,1,LOW
859,16.1,66.0,93.6,12.0,Wet,Material Loading,147.7,25.72,63.3,2.7,0.7,21.8,6.66,0,1,HIGH
860,99.4,407.5,90.8,41.5,Dry,Trenching,81.6,30.33,41.2,366.3,89.3,114.2,21.58,1,1,LOW
861,5.5,22.6,85.2,44.9,Frozen,Grading,128.7,30.18,64.7,0.0,0.0,6.4,19.94,0,0,CRITICAL
862,30.3,124.2,69.1,22.3,Dry,Grading,257.7,22.57,96.9,27.3,6.7,46.8,11.65,0,1,HIGH
863,8.6,35.3,47.8,27.8,Dry,Compaction,268.3,18.32,81.9,0.0,0.0,16.4,31.94,0,0,CRITICAL
864,19.7,80.8,63.3,18.3,Frozen,Demolition,156.3,30.08,78.4,2.4,0.6,22.8,11.7,0,1,HIGH
865,18.0,73.8,93.3,7.0,Wet,Earth Excavation,71.2,29.76,35.3,38.5,9.4,21.1,40.64,0,0,CRITICAL
866,64.5,264.4,60.7,7.7,Dry,Demolition,73.7,27.23,33.4,231.0,56.3,82.5,2.14,1,1,LOW
867,12.9,52.9,45.6,37.0,Muddy,Material Loading,87.6,23.04,33.6,19.3,4.7,19.5,17.76,0,1,HIGH
868,11.3,46.3,46.8,29.7,Dry,Grading,292.3,19.69,95.9,0.0,0.0,20.0,19.04,0,1,HIGH
869,56.1,230.0,77.0,10.6,Muddy,Grading,75.4,28.17,35.4,194.6,47.5,69.4,42.31,1,1,LOW
870,45.8,187.8,96.1,44.2,Dry,Earth Excavation,123.0,29.68,60.8,127.0,31.0,53.8,30.22,1,1,LOW
871,41.4,169.7,55.1,43.1,Muddy,Material Loading,233.5,24.94,97.1,72.6,17.7,57.8,19.64,1,1,LOW
872,87.0,356.7,40.0,7.2,Muddy,Material Loading,212.3,21.19,75.0,281.7,68.7,143.1,17.41,1,1,LOW
873,35.2,144.3,54.2,5.2,Frozen,Grading,52.7,23.23,20.4,123.9,30.2,52.8,14.73,1,1,LOW
874,73.9,303.0,55.3,18.2,Frozen,Trenching,287.9,26.81,128.6,174.4,42.5,96.1,9.93,1,1,LOW
875,47.3,193.9,51.0,11.3,Frozen,Earth Excavation,199.2,25.32,84.1,109.8,26.8,65.1,30.8,1,1,LOW
876,78.5,321.9,58.9,41.7,Frozen,Compaction,245.3,21.95,89.7,232.2,56.6,124.7,36.19,1,1,LOW
877,31.9,130.8,64.5,8.9,Muddy,Material Loading,32.1,24.18,12.9,117.9,28.8,46.0,0.7,1,1,LOW
878,70.5,289.1,72.6,18.6,Dry,Grading,269.6,22.0,98.9,190.2,46.4,111.7,32.79,1,1,LOW
879,48.7,199.7,60.1,32.9,Muddy,Demolition,138.9,31.35,72.6,127.1,31.0,54.1,19.91,1,1,LOW
880,45.4,186.1,97.5,33.3,Muddy,Material Loading,124.0,28.57,59.0,127.1,31.0,55.4,21.82,1,1,LOW
881,55.1,225.9,87.1,31.4,Muddy,Trenching,223.8,33.17,123.7,102.2,24.9,57.9,36.11,1,1,LOW
882,64.2,263.2,75.4,38.6,Dry,Earth Excavation,74.6,26.64,33.1,230.1,56.1,84.0,24.56,1,1,LOW
883,44.5,182.4,85.7,10.9,Frozen,Material Loading,297.1,26.19,129.7,52.7,12.9,59.2,25.54,1,1,LOW
884,19.0,77.9,79.3,20.8,Dry,Trenching,28.8,27.22,13.1,64.8,15.8,24.3,42.38,1,0,MEDIUM
885,76.2,312.4,62.2,28.9,Frozen,Trenching,63.5,28.31,30.0,282.4,68.9,93.8,26.9,1,1,LOW
886,23.6,96.8,65.3,22.8,Frozen,Trenching,178.2,28.44,84.5,12.3,3.0,28.9,7.72,0,1,HIGH
887,15.8,64.8,68.2,17.5,Dry,Material Loading,141.4,20.15,47.5,17.3,4.2,27.3,45.44,0,0,CRITICAL
888,82.8,339.5,53.1,19.1,Dry,Earth Excavation,137.8,23.67,54.4,285.1,69.5,121.9,33.6,1,1,LOW
889,58.8,241.1,77.1,12.1,Wet,Earth Excavation,241.7,28.26,113.8,127.3,31.0,72.5,8.77,1,1,LOW
890,94.1,385.8,95.9,29.7,Dry,Material Loading,253.3,23.89,100.9,284.9,69.5,137.3,10.63,1,1,LOW
891,38.9,159.5,92.9,41.8,Frozen,Grading,51.0,29.29,24.9,134.6,32.8,46.3,24.37,1,1,LOW
892,89.1,365.3,48.0,7.2,Wet,Compaction,146.9,18.91,46.3,319.0,77.8,164.2,42.0,1,1,LOW
893,81.1,332.5,42.2,6.1,Frozen,Material Loading,82.0,20.6,28.2,304.3,74.2,137.2,29.89,1,1,LOW
894,8.4,34.4,82.2,13.4,Muddy,Grading,230.0,28.13,107.8,0.0,0.0,10.4,3.44,0,1,HIGH
895,30.5,125.0,62.6,8.5,Frozen,Demolition,177.0,29.92,88.3,36.7,9.0,35.5,25.48,0,1,HIGH
896,36.8,150.9,91.7,33.8,Frozen,Demolition,274.2,34.95,159.7,0.0,0.0,36.7,49.56,0,0,CRITICAL
897,80.6,330.5,86.7,30.8,Frozen,Trenching,290.2,31.14,150.6,179.9,43.9,90.2,10.62,1,1,LOW
898,73.6,301.8,45.2,32.7,Wet,Demolition,117.8,26.58,52.2,249.6,60.9,96.5,35.62,1,1,LOW
899,85.4,350.1,95.2,11.1,Dry,Compaction,161.6,23.64,63.7,286.4,69.9,125.9,26.81,1,1,LOW
900,51.4,210.7,74.8,14.2,Dry,Material Loading,262.3,21.02,91.9,118.8,29.0,85.2,5.94,1,1,LOW
901,22.5,92.2,89.1,28.2,Wet,Material Loading,90.0,24.95,37.4,54.8,13.4,31.4,22.12,1,1,MEDIUM
902,53.4,218.9,67.2,34.9,Frozen,Material Loading,139.7,23.49,54.7,164.2,40.0,79.2,17.18,1,1,LOW
903,72.8,298.5,90.6,41.2,Dry,Demolition,146.5,32.53,79.4,219.1,53.4,78.0,14.56,1,1,LOW
904,95.7,392.4,82.2,24.8,Muddy,Compaction,236.3,25.34,99.8,292.6,71.4,131.6,46.0,1,1,LOW
905,46.2,189.4,55.9,25.0,Wet,Trenching,284.0,26.83,127.0,62.4,15.2,60.0,25.64,1,1,LOW
906,38.1,156.2,77.1,25.8,Wet,Earth Excavation,263.4,27.36,120.1,36.1,8.8,48.5,18.27,0,1,HIGH
907,24.5,100.5,72.1,33.1,Wet,Demolition,34.5,31.28,18.0,82.5,20.1,27.3,48.68,1,0,MEDIUM
908,32.0,131.2,51.9,16.8,Muddy,Demolition,101.6,29.98,50.8,80.4,19.6,37.2,23.41,1,1,LOW
909,87.8,360.0,78.2,35.1,Muddy,Trenching,265.7,31.87,141.1,218.9,53.4,96.0,14.15,1,1,LOW
910,97.7,400.6,51.7,10.5,Muddy,Grading,109.3,25.14,45.8,354.8,86.5,135.4,7.1,1,1,LOW
911,77.1,316.1,86.0,11.2,Dry,Grading,247.8,24.91,102.9,213.2,52.0,107.9,8.47,1,1,LOW
912,5.2,21.3,70.4,12.8,Dry,Compaction,289.4,20.11,97.0,0.0,0.0,9.0,10.83,0,0,CRITICAL
913,25.1,102.9,41.0,35.3,Muddy,Material Loading,285.1,21.85,103.8,0.0,0.0,40.0,26.95,0,1,HIGH
914,47.7,195.6,51.8,40.1,Muddy,Compaction,115.5,22.95,44.2,151.4,36.9,72.4,26.63,1,1,LOW
915,79.4,325.5,44.6,5.9,Wet,Earth Excavation,130.6,23.42,51.0,274.5,67.0,118.1,23.6,1,1,LOW
916,44.1,180.8,65.6,9.4,Muddy,Demolition,187.8,32.51,101.8,79.0,19.3,47.3,19.73,1,1,LOW
917,34.8,142.7,89.6,28.0,Muddy,Material Loading,275.0,28.05,128.6,14.1,3.4,43.2,41.98,0,1,HIGH
918,26.4,108.2,48.9,32.6,Muddy,Material Loading,211.4,22.25,78.4,29.8,7.3,41.3,38.15,0,1,HIGH
919,32.0,131.2,68.5,15.9,Wet,Compaction,229.1,21.15,80.8,50.4,12.3,52.7,23.87,1,1,LOW
920,53.5,219.4,81.3,14.0,Dry,Compaction,220.2,20.9,76.7,142.7,34.8,89.2,13.7,1,1,LOW
921,86.3,353.8,54.5,34.4,Muddy,Demolition,262.5,31.39,137.3,216.5,52.8,95.8,20.38,1,1,LOW
922,99.2,406.7,73.0,9.6,Dry,Earth Excavation,241.3,26.07,104.8,301.9,73.6,132.6,21.47,1,1,LOW
923,38.0,155.8,83.9,23.6,Frozen,Demolition,225.8,33.63,126.6,29.2,7.1,39.4,48.71,0,0,CRITICAL
924,29.2,119.7,78.2,5.8,Wet,Demolition,93.1,32.21,50.0,69.7,17.0,31.6,33.41,1,0,LOW
925,20.2,82.8,89.2,5.5,Muddy,Material Loading,152.2,26.77,67.9,14.9,3.6,26.3,19.02,0,1,HIGH
926,91.9,376.8,59.0,28.2,Muddy,Demolition,236.4,31.8,125.3,251.5,61.3,100.7,2.52,1,1,LOW
927,9.4,38.5,74.1,28.0,Frozen,Compaction,61.6,23.21,23.8,14.7,3.6,14.1,9.38,0,1,HIGH
928,19.2,78.7,67.2,34.3,Frozen,Grading,79.0,25.33,33.4,45.3,11.0,26.4,15.55,1,1,MEDIUM
929,47.6,195.2,42.6,13.8,Dry,Material Loading,299.9,18.42,92.1,103.1,25.1,90.1,15.48,1,1,LOW
930,53.7,220.2,44.8,16.0,Wet,Demolition,217.3,27.5,99.6,120.6,29.4,68.1,3.01,1,1,LOW
931,21.3,87.3,47.1,28.5,Dry,Grading,228.0,19.14,72.7,14.6,3.6,38.8,44.67,0,0,CRITICAL
932,92.7,380.1,70.0,15.4,Dry,Demolition,29.9,27.63,13.8,366.3,89.3,116.9,28.2,1,1,LOW
933,31.6,129.6,90.1,14.6,Dry,Demolition,42.0,30.97,21.7,107.9,26.3,35.6,8.42,1,1,LOW
934,86.1,353.0,48.4,40.0,Muddy,Trenching,146.7,27.84,68.1,284.9,69.5,107.8,17.96,1,1,LOW
935,94.7,388.3,65.4,32.6,Muddy,Grading,160.5,25.94,69.4,318.9,77.8,127.2,31.02,1,1,LOW
936,71.4,292.7,70.9,30.8,Wet,Grading,141.3,24.93,58.7,234.0,57.1,99.8,31.43,1,1,LOW
937,77.0,315.7,96.2,43.4,Wet,Compaction,188.5,26.36,82.8,232.9,56.8,101.8,37.59,1,1,LOW
938,50.5,207.1,54.9,5.1,Dry,Demolition,261.9,26.09,113.9,93.2,22.7,67.5,25.93,1,1,LOW
939,70.8,290.3,65.2,37.1,Frozen,Demolition,117.7,31.24,61.3,229.0,55.9,79.0,12.6,1,1,LOW
940,13.9,57.0,62.9,5.7,Frozen,Earth Excavation,96.1,27.29,43.7,13.3,3.2,17.8,8.41,0,1,HIGH
941,15.0,61.5,90.2,13.8,Muddy,Earth Excavation,22.8,32.16,12.2,49.3,12.0,16.3,35.9,1,0,MEDIUM
942,53.4,218.9,46.5,44.4,Muddy,Earth Excavation,135.3,28.26,63.7,155.2,37.9,65.8,42.66,1,1,LOW
943,30.4,124.6,86.9,15.9,Dry,Earth Excavation,139.8,27.02,63.0,61.6,15.0,39.2,1.12,1,1,LOW
944,66.0,270.6,73.8,13.1,Wet,Compaction,209.6,22.39,78.2,192.4,46.9,102.7,3.49,1,1,LOW
945,60.0,246.0,86.0,15.5,Wet,Earth Excavation,216.7,29.05,104.9,141.1,34.4,72.0,39.8,1,1,LOW
946,7.3,29.9,87.5,13.2,Muddy,Material Loading,195.9,27.21,88.8,0.0,0.0,9.3,5.45,0,1,HIGH
947,7.4,30.3,93.2,17.5,Muddy,Grading,297.0,29.39,145.5,0.0,0.0,8.8,33.64,0,0,CRITICAL
948,54.5,223.5,61.9,29.0,Frozen,Demolition,240.7,29.79,119.5,104.0,25.4,63.8,21.5,1,1,LOW
949,88.9,364.5,47.9,39.0,Frozen,Trenching,220.4,27.85,102.3,262.2,64.0,111.2,40.41,1,1,LOW
950,23.3,95.5,89.0,19.7,Dry,Trenching,162.8,28.1,76.2,19.3,4.7,28.9,22.04,0,1,HIGH
951,18.0,73.8,65.3,40.7,Muddy,Earth Excavation,148.1,29.85,73.7,0.1,0.0,21.0,33.2,0,0,CRITICAL
952,61.4,251.7,87.8,13.9,Wet,Material Loading,283.8,25.72,121.7,130.0,31.7,83.2,44.36,1,1,LOW
953,50.2,205.8,66.2,7.4,Dry,Demolition,249.1,27.87,115.7,90.1,22.0,62.8,23.08,1,1,LOW
954,37.6,154.2,47.1,33.9,Muddy,Grading,85.5,22.91,32.6,121.6,29.7,57.2,31.34,1,1,LOW
955,16.6,68.1,66.6,24.8,Wet,Trenching,168.8,27.89,78.5,0.0,0.0,20.8,30.5,0,0,CRITICAL
956,19.7,80.8,89.7,17.5,Dry,Grading,195.5,23.34,76.0,4.8,1.2,29.4,42.04,0,0,CRITICAL
957,84.9,348.1,76.3,23.0,Frozen,Material Loading,126.1,24.79,52.1,296.0,72.2,119.4,21.21,1,1,LOW
958,45.3,185.7,62.6,6.4,Wet,Trenching,230.5,27.24,104.6,81.1,19.8,57.9,29.11,1,1,LOW
959,56.6,232.1,89.5,36.8,Wet,Earth Excavation,293.6,29.19,142.8,89.3,21.8,67.6,1.23,1,1,LOW
960,80.3,329.2,59.2,28.9,Dry,Material Loading,37.0,20.6,12.7,316.5,77.2,135.8,0.92,1,1,LOW
961,14.3,58.6,75.4,26.0,Frozen,Material Loading,213.7,24.86,88.5,0.0,0.0,20.0,1.33,0,1,HIGH
962,78.9,323.5,92.8,22.5,Frozen,Earth Excavation,243.6,31.12,126.3,197.2,48.1,88.4,44.32,1,1,LOW
963,28.1,115.2,42.6,28.6,Muddy,Demolition,209.8,28.73,100.5,14.7,3.6,34.1,16.2,0,1,HIGH
964,84.0,344.4,67.6,37.8,Wet,Material Loading,117.6,23.76,46.6,297.8,72.6,123.2,29.36,1,1,LOW
965,97.8,401.0,70.0,20.4,Frozen,Material Loading,173.4,23.47,67.8,333.2,81.3,145.2,18.07,1,1,LOW
966,41.2,168.9,62.3,29.7,Wet,Earth Excavation,203.5,26.35,89.4,79.5,19.4,54.5,25.5,1,1,LOW
967,73.3,300.5,84.0,38.9,Wet,Material Loading,111.6,25.17,46.8,253.7,61.9,101.5,35.86,1,1,LOW
968,65.0,266.5,72.2,35.9,Frozen,Trenching,175.6,29.42,86.1,180.4,44.0,77.0,8.33,1,1,LOW
969,68.1,279.2,68.6,20.2,Dry,Demolition,236.4,28.39,111.9,167.3,40.8,83.6,26.55,1,1,LOW
970,45.3,185.7,85.7,11.7,Muddy,Trenching,114.7,33.0,63.1,122.6,29.9,47.8,5.74,1,1,LOW
971,23.3,95.5,76.8,12.6,Dry,Earth Excavation,291.3,25.24,122.5,0.0,0.0,32.2,33.08,0,0,CRITICAL
972,51.5,211.2,41.9,28.0,Wet,Grading,24.2,20.1,8.1,203.1,49.5,89.3,43.13,1,1,LOW
973,75.7,310.4,68.6,29.7,Dry,Trenching,292.7,25.57,124.7,185.7,45.3,103.2,20.34,1,1,LOW
974,10.3,42.2,76.9,44.3,Frozen,Demolition,216.6,34.28,123.8,0.0,0.0,10.5,49.53,0,0,CRITICAL
975,37.2,152.5,74.9,8.2,Muddy,Trenching,136.9,32.25,73.6,78.9,19.2,40.2,10.49,1,1,LOW
976,99.6,408.4,61.5,33.4,Wet,Material Loading,59.1,22.6,22.3,386.1,94.2,153.6,17.18,1,1,LOW
977,36.2,148.4,52.5,9.5,Wet,Trenching,273.6,25.93,118.2,30.2,7.4,48.6,4.72,0,1,HIGH
978,55.2,226.3,60.6,25.7,Muddy,Earth Excavation,201.6,27.55,92.6,133.7,32.6,69.8,28.39,1,1,LOW
979,58.9,241.5,65.4,19.0,Dry,Trenching,160.0,25.2,67.2,174.3,42.5,81.5,1.79,1,1,LOW
980,69.4,284.5,46.3,7.5,Frozen,Grading,131.4,21.84,47.8,236.7,57.7,110.7,40.19,1,1,LOW
981,95.9,393.2,64.7,15.6,Frozen,Grading,195.9,25.18,82.2,311.0,75.9,132.7,31.31,1,1,LOW
982,11.1,45.5,52.2,11.2,Dry,Earth Excavation,279.4,23.57,109.8,0.0,0.0,16.4,1.19,0,1,HIGH
983,95.0,389.5,60.9,26.1,Muddy,Compaction,108.8,23.23,42.1,347.4,84.7,142.5,24.14,1,1,LOW
984,75.8,310.8,86.9,44.5,Muddy,Material Loading,229.2,29.1,111.2,199.6,48.7,90.8,30.34,1,1,LOW
985,75.3,308.7,83.5,40.4,Frozen,Material Loading,203.0,27.05,91.5,217.2,53.0,97.0,14.37,1,1,LOW
986,76.4,313.2,85.9,21.8,Wet,Grading,113.5,26.25,49.7,263.5,64.3,101.4,8.87,1,1,LOW
987,91.7,376.0,57.9,44.0,Muddy,Trenching,222.5,30.68,113.8,262.2,64.0,104.2,28.91,1,1,LOW
988,66.2,271.4,81.0,41.2,Frozen,Grading,39.0,28.85,18.8,252.6,61.6,80.0,13.91,1,1,LOW
989,51.9,212.8,71.8,28.9,Frozen,Material Loading,236.7,24.77,97.7,115.1,28.1,73.0,36.31,1,1,LOW
990,73.0,299.3,91.6,28.8,Muddy,Demolition,53.4,36.25,32.3,267.0,65.1,70.2,31.78,1,1,LOW
991,50.3,206.2,56.7,27.0,Dry,Material Loading,274.6,19.73,90.3,115.9,28.3,88.8,18.16,1,1,LOW
992,59.8,245.2,63.0,8.8,Frozen,Grading,170.6,25.37,72.1,173.1,42.2,82.2,9.07,1,1,LOW
993,58.9,241.5,84.9,19.5,Muddy,Trenching,286.3,32.81,156.6,84.9,20.7,62.6,28.28,1,1,LOW
994,83.0,340.3,51.4,36.4,Dry,Compaction,291.3,18.47,89.7,250.6,61.1,156.6,48.3,1,1,LOW
995,77.8,319.0,58.4,30.2,Dry,Grading,35.3,21.01,12.4,306.6,74.8,129.1,0.76,1,1,LOW
996,17.2,70.5,54.9,41.3,Wet,Grading,243.1,24.23,98.2,0.0,0.0,24.7,42.0,0,0,CRITICAL
997,42.2,173.0,90.1,34.7,Wet,Compaction,272.4,23.99,108.9,64.1,15.6,61.3,30.13,1,1,LOW
998,89.6,367.4,66.4,37.5,Dry,Earth Excavation,20.4,24.62,8.4,359.0,87.6,126.8,26.65,1,1,LOW
999,97.8,401.0,40.3,33.7,Muddy,Trenching,290.9,25.99,126.0,275.0,67.1,131.1,19.39,1,1,LOW
1000,7.6,31.2,72.1,44.5,Muddy,Demolition,114.4,37.13,70.8,0.0,0.0,7.1,24.39,0,0,CRITICAL
1001,28.9,118.5,75.5,41.0,Frozen,Earth Excavation,84.1,31.05,43.5,75.0,18.3,32.4,10.89,1,1,LOW
1002,20.8,85.3,76.3,9.1,Frozen,Compaction,268.4,23.7,106.0,0.0,0.0,30.6,46.37,0,0,CRITICAL
1003,23.8,97.6,44.9,14.3,Dry,Demolition,289.5,25.31,122.1,0.0,0.0,32.8,19.4,0,1,HIGH
1004,53.5,219.4,56.9,44.2,Wet,Trenching,123.4,28.16,57.9,161.5,39.4,66.2,21.75,1,1,LOW
1005,41.4,169.7,89.7,10.6,Frozen,Grading,133.9,27.81,62.1,107.6,26.2,51.9,8.94,1,1,LOW
1006,31.0,127.1,43.6,20.1,Dry,Compaction,221.5,16.98,62.7,64.4,15.7,63.6,47.4,1,1,LOW
1007,72.2,296.0,78.6,13.7,Muddy,Trenching,168.4,31.41,88.2,207.8,50.7,80.1,39.93,1,1,LOW
1008,26.6,109.1,97.6,9.6,Wet,Demolition,246.5,34.99,143.8,0.0,0.0,26.5,42.03,0,0,CRITICAL
1009,24.8,101.7,76.7,35.3,Dry,Compaction,96.0,21.38,34.2,67.5,16.5,40.4,9.47,1,1,MEDIUM
1010,50.6,207.5,73.3,38.5,Wet,Compaction,209.3,22.27,77.7,129.8,31.7,79.2,13.54,1,1,LOW
1011,36.9,151.3,53.6,5.4,Frozen,Material Loading,91.7,21.4,32.7,118.6,28.9,60.1,28.81,1,1,LOW
1012,30.7,125.9,42.6,30.7,Frozen,Grading,114.5,21.97,41.9,84.0,20.5,48.7,7.79,1,1,LOW
1013,60.5,248.0,79.4,26.3,Frozen,Compaction,271.0,23.39,105.6,142.4,34.7,90.1,19.44,1,1,LOW
1014,26.8,109.9,77.8,21.0,Muddy,Earth Excavation,287.5,30.8,147.6,0.0,0.0,30.3,43.49,0,0,CRITICAL
1015,99.8,409.2,58.4,23.4,Frozen,Demolition,105.3,29.69,52.1,357.1,87.1,117.2,22.8,1,1,LOW
1016,17.4,71.3,64.5,17.4,Wet,Compaction,58.1,22.21,21.5,49.8,12.1,27.3,12.02,1,1,MEDIUM
1017,19.8,81.2,64.5,33.5,Dry,Compaction,46.6,20.96,16.3,64.9,15.8,32.9,42.67,1,0,MEDIUM
1018,37.2,152.5,84.3,34.1,Wet,Grading,176.4,25.16,74.0,78.5,19.1,51.5,36.87,1,1,LOW
1019,60.0,246.0,86.9,34.8,Wet,Demolition,287.3,32.78,157.0,89.0,21.7,63.8,10.06,1,1,LOW
1020,60.7,248.9,66.1,27.8,Wet,Compaction,280.9,20.91,97.9,151.0,36.8,101.2,21.16,1,1,LOW
1021,23.7,97.2,71.0,5.9,Dry,Grading,172.7,22.53,64.8,32.4,7.9,36.7,36.9,0,0,CRITICAL
1022,39.0,159.9,40.3,9.6,Frozen,Demolition,278.3,26.88,124.7,35.2,8.6,50.6,16.59,0,1,HIGH
1023,46.5,190.7,80.0,19.3,Dry,Earth Excavation,132.8,25.32,56.0,134.7,32.9,64.0,13.4,1,1,LOW
1024,20.5,84.0,78.2,26.1,Wet,Trenching,175.1,29.41,85.8,0.0,0.0,24.3,24.89,0,0,CRITICAL
1025,95.8,392.8,47.6,40.4,Wet,Compaction,213.9,19.61,69.9,322.9,78.8,170.3,19.03,1,1,LOW
1026,5.5,22.6,97.0,29.3,Frozen,Material Loading,172.3,27.11,77.9,0.0,0.0,7.1,2.51,0,1,HIGH
1027,64.2,263.2,69.8,36.5,Frozen,Grading,188.4,25.15,79.0,184.2,44.9,89.0,40.86,1,1,LOW
